sample_id,channel_id,channel_index,raw_channel_index,channel_role,sampling_rate_hz,duration_seconds,unique_value_count,minimum_stored_unit,maximum_stored_unit,standard_deviation_stored_unit,transition_rate,median_run_samples,dc_lsb_multiple_rate
train_000171,POL DC10,45,45,auxiliary_dc,2000.0,60.0,2,-366.29998779296875,0.0,183.13572287802464,0.3510029250243752,2.0,1.0
train_000171,POL DC11,46,46,auxiliary_dc,2000.0,60.0,2,-366.29998779296875,0.0,172.75516647940594,0.31692764106367555,2.0,1.0
train_000171,POL DC12,47,47,auxiliary_dc,2000.0,60.0,2,-366.29998779296875,0.0,173.94124224882108,0.32350269585579877,2.0,1.0
train_000171,POL DC13,48,48,auxiliary_dc,2000.0,60.0,3,-732.5999755859375,0.0,50.923713229672174,0.033716947641230344,2.0,1.0
train_000171,POL DC14,49,49,auxiliary_dc,2000.0,60.0,3,-366.29998779296875,366.30029296875,41.9885612982195,0.020150167918065984,2.0,1.0
train_000171,POL DC15,50,50,auxiliary_dc,2000.0,60.0,2,-366.29998779296875,0.0001500000071246177,182.16645295620393,0.34525287710730923,2.0,1.0
train_000171,POL DC16,51,51,auxiliary_dc,2000.0,60.0,2,-366.29998779296875,0.0001500000071246177,146.3916941276851,0.23490195751631263,2.0,1.0
train_000171,POL AC1,147,147,seeg_ac_candidate,2000.0,60.0,4603,-279.7850341796875,271.0937194824219,80.32362546373382,0.9771914765956383,1.0,0.00325874429719748
train_000171,POL AC2,148,148,seeg_ac_candidate,2000.0,60.0,3072,-175.58563232421875,197.75384521484375,48.42227220098394,0.9760248002066684,1.0,0.0048828125
train_000171,POL AC3,149,149,seeg_ac_candidate,2000.0,60.0,3002,-230.46800231933594,155.07823181152344,51.80033543576307,0.9782081517345977,1.0,0.004996668887408394
train_000171,POL AC4,150,150,seeg_ac_candidate,2000.0,60.0,2632,-201.07400512695312,134.08206176757812,41.10575474195807,0.9734414453453779,1.0,0.0056990881458966565
train_000171,POL AC5,151,151,seeg_ac_candidate,2000.0,60.0,2924,-229.49142456054688,131.93373107910156,50.417697881663756,0.9727247727064392,1.0,0.005129958960328317
train_000171,POL AC6,152,152,seeg_ac_candidate,2000.0,60.0,2585,-207.91000366210938,148.92579650878906,40.67682449384638,0.9693914115950967,1.0,0.005802707930367505
train_000171,POL AC7,153,153,seeg_ac_candidate,2000.0,60.0,3083,-237.79200744628906,167.96893310546875,48.69429832300194,0.9709164243035359,1.0,0.004865390853065196
train_000171,POL AC8,154,154,seeg_ac_candidate,2000.0,60.0,2916,-238.7689971923828,184.0821075439453,41.74341921746005,0.9706914224285202,1.0,0.0051440329218107
train_000171,POL AC9,155,155,seeg_ac_candidate,2000.0,60.0,2733,-204.00331115722656,177.92979431152344,39.04246536646963,0.970124751039592,1.0,0.005488474204171241
train_000171,POL AC10,156,156,seeg_ac_candidate,2000.0,60.0,2555,-182.42160034179688,176.171875,34.14812753794764,0.9700247502062517,1.0,0.005870841487279843
train_000171,POL AC11,157,157,seeg_ac_candidate,2000.0,60.0,2819,-170.01895141601562,195.31260681152344,42.04832507490483,0.9702497520812673,1.0,0.005321035828307911
train_000171,POL AC12,158,158,seeg_ac_candidate,2000.0,60.0,2879,-192.38235473632812,202.05084228515625,41.874103177626566,0.9714997624980208,1.0,0.005210142410559222
train_000171,POL AC13,159,159,seeg_ac_candidate,2000.0,60.0,3118,-220.50689697265625,237.0119171142578,42.04918997299518,0.9725997716647639,1.0,0.004810776138550353
train_000171,POL AC14,160,160,seeg_ac_candidate,2000.0,60.0,3509,-241.30819702148438,277.6367492675781,47.67886044957045,0.9748081234010283,1.0,0.004274722143060701
train_000171,POL AC15,161,161,seeg_ac_candidate,2000.0,60.0,2993,-201.56187438964844,215.82041931152344,37.86013558378057,0.9727581063175527,1.0,0.005011693952555964
train_000171,POL AC16,162,162,seeg_ac_candidate,2000.0,60.0,1834,-108.10487365722656,163.67185974121094,20.654524299175897,0.9671080592338269,1.0,0.008178844056706653
train_000200,POL DC01,36,36,auxiliary_dc,2000.0,60.0,3,-366.29998779296875,366.30029296875,81.2054715922424,0.08105900882507354,2.0,1.0
train_000200,POL DC02,37,37,auxiliary_dc,2000.0,60.0,3,-732.5999755859375,0.0,109.16976951057231,0.13893449112075934,2.0,1.0
train_000200,POL DC03,38,38,auxiliary_dc,2000.0,60.0,3,-732.5999755859375,0.0,40.58880820991185,0.022666855557129644,2.0,1.0
train_000200,POL DC04,39,39,auxiliary_dc,2000.0,60.0,3,-732.5999755859375,0.0,86.66561459923932,0.09131742764523038,2.0,1.0
