feature,feature_scope,relative_time_bin,median,q25,q75,n
beta_power,channel_local,3.875,1.1671727299690247,0.3934062123298645,1.3857132196426392,5
beta_power,channel_local,4.0,1.8777297139167786,0.12854689359664917,2.0179864168167114,5
beta_power,channel_local,4.125,2.0179864168167114,0.33708661794662476,3.0600603222846985,5
beta_power,channel_local,4.25,1.9222980737686157,0.12854689359664917,3.0600603222846985,5
beta_power,channel_local,4.375,-0.012640297412872314,-0.026247680187225342,0.04586172103881836,5
beta_power,channel_local,4.5,-0.012640297412872314,-0.026247680187225342,0.04586172103881836,5
beta_power,channel_local,4.625,0.21695023775100708,0.167000412940979,0.5753872990608215,5
beta_power,channel_local,4.75,0.34485745429992676,0.28419238328933716,0.5753872990608215,5
beta_power,channel_local,4.875,0.34485745429992676,0.30668050050735474,0.44935256242752075,5
coactivation_strength,channel_propagation,-4.875,-0.2997732162475586,-0.32810479402542114,-0.2774590253829956,5
coactivation_strength,channel_propagation,-4.75,-0.2774590253829956,-0.3319482207298279,0.14718538522720337,5
coactivation_strength,channel_propagation,-4.625,0.09504061937332153,-0.2774590253829956,0.14718538522720337,5
coactivation_strength,channel_propagation,-4.5,0.09504061937332153,-0.4090861678123474,0.13864421844482422,5
coactivation_strength,channel_propagation,-4.375,-0.10347729921340942,-0.24325215816497803,0.13864421844482422,5
coactivation_strength,channel_propagation,-4.25,-0.10347729921340942,-0.20834171772003174,0.1517842411994934,5
coactivation_strength,channel_propagation,-4.125,0.09556025266647339,-0.19906455278396606,0.21636217832565308,5
coactivation_strength,channel_propagation,-4.0,0.1517842411994934,-0.13250619173049927,0.30515962839126587,5
coactivation_strength,channel_propagation,-3.875,0.1392011046409607,-0.1135517954826355,0.30515962839126587,5
coactivation_strength,channel_propagation,-3.75,0.13053900003433228,-0.11027336120605469,0.207098126411438,5
coactivation_strength,channel_propagation,-3.625,0.011344730854034424,0.0,0.016914069652557373,5
coactivation_strength,channel_propagation,-3.5,0.0,-0.007408559322357178,0.0,5
coactivation_strength,channel_propagation,-3.375,-0.02010631561279297,-0.053176701068878174,-0.012614846229553223,5
coactivation_strength,channel_propagation,-3.25,-0.012614846229553223,-0.053176701068878174,-0.007408559322357178,5
coactivation_strength,channel_propagation,-3.125,0.0,-0.011344730854034424,0.0,5
coactivation_strength,channel_propagation,-3.0,0.10471200942993164,0.03893923759460449,0.11653119325637817,5
coactivation_strength,channel_propagation,-2.875,0.17190182209014893,0.03893923759460449,0.19044607877731323,5
coactivation_strength,channel_propagation,-2.75,0.17190182209014893,-0.0314449667930603,0.19044607877731323,5
coactivation_strength,channel_propagation,-2.625,0.08071964979171753,-0.26253294944763184,0.1856418251991272,5
coactivation_strength,channel_propagation,-2.5,-0.2597576379776001,-0.2778564989566803,0.1160392165184021,5
coactivation_strength,channel_propagation,-2.375,-0.2084236741065979,-0.3508497476577759,0.10941970348358154,5
coactivation_strength,channel_propagation,-2.25,-0.2084236741065979,-0.3541926145553589,0.10941970348358154,5
coactivation_strength,channel_propagation,-2.125,-0.13262027502059937,-0.3541926145553589,0.1932821273803711,5
coactivation_strength,channel_propagation,-2.0,0.016486704349517822,-0.22951942682266235,0.10557281970977783,5
coactivation_strength,channel_propagation,-1.875,0.07420313358306885,-0.22951942682266235,0.4395264983177185,5
coactivation_strength,channel_propagation,-1.75,0.00590205192565918,-0.21283656358718872,0.40848368406295776,5
coactivation_strength,channel_propagation,-1.625,0.00590205192565918,-0.21283656358718872,0.40848368406295776,5
coactivation_strength,channel_propagation,-1.5,0.00590205192565918,-0.017057597637176514,0.21286004781723022,5
coactivation_strength,channel_propagation,-1.375,0.08896875381469727,-0.017057597637176514,0.21286004781723022,5
coactivation_strength,channel_propagation,-1.25,0.08896875381469727,0.04012638330459595,0.32031017541885376,5
coactivation_strength,channel_propagation,-1.125,0.14242035150527954,0.04012638330459595,0.34759992361068726,5
coactivation_strength,channel_propagation,-1.0,0.4908909201622009,0.4197402000427246,0.56728196144104,5
coactivation_strength,channel_propagation,-0.875,0.5716697573661804,0.5379398465156555,0.8476215600967407,5
coactivation_strength,channel_propagation,-0.75,0.614052951335907,0.41104310750961304,0.8672770261764526,5
coactivation_strength,channel_propagation,-0.625,0.614052951335907,0.41104310750961304,0.9072486162185669,5
coactivation_strength,channel_propagation,-0.5,0.4012013077735901,0.09281808137893677,0.9506649971008301,5
coactivation_strength,channel_propagation,-0.375,0.3922402262687683,0.03765934705734253,1.121877670288086,5
coactivation_strength,channel_propagation,-0.25,0.3922402262687683,0.03765934705734253,1.121877670288086,5
coactivation_strength,channel_propagation,-0.125,0.3908277153968811,0.07135778665542603,0.9694925546646118,5
coactivation_strength,channel_propagation,0.0,0.3535674214363098,0.16115838289260864,0.851737380027771,5
coactivation_strength,channel_propagation,0.125,0.46334803104400635,0.3535674214363098,0.7204064130783081,5
coactivation_strength,channel_propagation,0.25,0.33430004119873047,0.2838279604911804,0.7204064130783081,5
coactivation_strength,channel_propagation,0.375,0.3221312165260315,0.28547608852386475,0.7503899335861206,5
coactivation_strength,channel_propagation,0.5,0.3145323395729065,0.28547608852386475,0.7503899335861206,5
coactivation_strength,channel_propagation,0.625,0.3221312165260315,0.2673044800758362,0.6666799783706665,5
coactivation_strength,channel_propagation,0.75,0.42079728841781616,0.2673044800758362,0.6666799783706665,5
coactivation_strength,channel_propagation,0.875,0.5560649633407593,0.4213349223136902,0.7927170991897583,5
coactivation_strength,channel_propagation,1.0,0.6194617748260498,0.4213349223136902,0.8107103109359741,5
coactivation_strength,channel_propagation,1.125,0.6323889493942261,0.42418843507766724,0.839321494102478,5
coactivation_strength,channel_propagation,1.25,0.6411359310150146,0.41076308488845825,0.8885997533798218,5
coactivation_strength,channel_propagation,1.375,0.6323889493942261,0.14348584413528442,0.944291353225708,5
coactivation_strength,channel_propagation,1.5,0.5048195123672485,0.07490521669387817,0.9707601070404053,5
coactivation_strength,channel_propagation,1.625,0.4216122627258301,0.07490521669387817,0.9707601070404053,5
coactivation_strength,channel_propagation,1.75,0.4216122627258301,0.212785542011261,1.1272698640823364,5
coactivation_strength,channel_propagation,1.875,0.5207160711288452,0.212785542011261,0.8164832592010498,5
coactivation_strength,channel_propagation,2.0,0.6635235548019409,0.212785542011261,0.9231306314468384,5
coactivation_strength,channel_propagation,2.125,0.6635235548019409,0.29250627756118774,0.9231306314468384,5
coactivation_strength,channel_propagation,2.25,0.6635235548019409,0.57596355676651,0.9231306314468384,5
coactivation_strength,channel_propagation,2.375,0.7308922410011292,0.576683521270752,0.7566958665847778,5
coactivation_strength,channel_propagation,2.5,0.6942825317382812,0.576683521270752,0.7308922410011292,5
coactivation_strength,channel_propagation,2.625,0.695335328578949,0.6942825317382812,0.8246028423309326,5
coactivation_strength,channel_propagation,2.75,0.7080516815185547,0.695335328578949,0.8256230354309082,5
coactivation_strength,channel_propagation,2.875,0.9257990121841431,0.7540064454078674,1.2207309007644653,5
coactivation_strength,channel_propagation,3.0,0.9257990121841431,0.8291824460029602,1.2207309007644653,5
coactivation_strength,channel_propagation,3.125,0.9129797220230103,0.7540064454078674,0.9720472097396851,5
coactivation_strength,channel_propagation,3.25,0.7778507471084595,0.7432602047920227,0.9141503572463989,5
coactivation_strength,channel_propagation,3.375,0.7647101879119873,0.5663302540779114,0.7778507471084595,5
coactivation_strength,channel_propagation,3.5,0.7647101879119873,0.5872780680656433,0.9161914587020874,5
coactivation_strength,channel_propagation,3.625,0.9161914587020874,0.5973544716835022,1.163792371749878,5
coactivation_strength,channel_propagation,3.75,0.751831591129303,0.7437314987182617,1.163792371749878,5
coactivation_strength,channel_propagation,3.875,0.751831591129303,0.7437314987182617,0.7842490673065186,5
coactivation_strength,channel_propagation,4.0,0.6891481876373291,0.6175481677055359,0.7475113868713379,5
coactivation_strength,channel_propagation,4.125,0.6175481677055359,0.4260874390602112,0.6891481876373291,5
coactivation_strength,channel_propagation,4.25,0.6239191293716431,0.23625820875167847,0.6787257790565491,5
coactivation_strength,channel_propagation,4.375,0.4584277868270874,0.22218865156173706,0.6787257790565491,5
coactivation_strength,channel_propagation,4.5,0.38653719425201416,0.22218865156173706,0.5085507035255432,5
coactivation_strength,channel_propagation,4.625,0.4584277868270874,0.3218459486961365,0.5065056681632996,5
coactivation_strength,channel_propagation,4.75,0.38849157094955444,0.3218459486961365,0.680367112159729,5
coactivation_strength,channel_propagation,4.875,0.5461753606796265,0.33201295137405396,0.6659108400344849,5
early_recruitment_lead,channel_propagation,-4.875,0.039155006408691406,-0.7665188312530518,1.1075778007507324,5
early_recruitment_lead,channel_propagation,-4.75,0.039155006408691406,-0.7665188312530518,4.038370609283447,5
early_recruitment_lead,channel_propagation,-4.625,0.15939593315124512,0.1471421718597412,1.819204330444336,5
early_recruitment_lead,channel_propagation,-4.5,-0.15088844299316406,-1.9471971988677979,-0.11407017707824707,5
early_recruitment_lead,channel_propagation,-4.375,-0.41938960552215576,-1.9471971988677979,-0.11407017707824707,5
early_recruitment_lead,channel_propagation,-4.25,-0.7508261203765869,-1.090740442276001,0.0,5
early_recruitment_lead,channel_propagation,-4.125,-1.090740442276001,-1.2244510650634766,-0.7508261203765869,5
early_recruitment_lead,channel_propagation,-4.0,-0.4583909511566162,-1.5204706192016602,0.059509992599487305,5
early_recruitment_lead,channel_propagation,-3.875,-0.2599296569824219,-1.86543607711792,0.059509992599487305,5
early_recruitment_lead,channel_propagation,-3.75,0.006380796432495117,-0.2599296569824219,1.4216561317443848,5
early_recruitment_lead,channel_propagation,-3.625,-0.2599296569824219,-0.5385358333587646,0.40538597106933594,5
early_recruitment_lead,channel_propagation,-3.5,0.1598339080810547,-0.5385358333587646,0.9599604606628418,5
early_recruitment_lead,channel_propagation,-3.375,0.1598339080810547,-0.03885817527770996,0.6036415100097656,5
early_recruitment_lead,channel_propagation,-3.25,0.5015392303466797,0.2594025135040283,1.4666557312011719,5
early_recruitment_lead,channel_propagation,-3.125,0.6036415100097656,0.0,2.06024169921875,5
early_recruitment_lead,channel_propagation,-3.0,0.42412805557250977,0.2594025135040283,2.5276594161987305,5
early_recruitment_lead,channel_propagation,-2.875,0.462831974029541,0.4136645793914795,2.5276594161987305,5
early_recruitment_lead,channel_propagation,-2.75,0.4136645793914795,0.0,0.462831974029541,5
early_recruitment_lead,channel_propagation,-2.625,0.4136645793914795,-3.215935707092285,0.462831974029541,5
early_recruitment_lead,channel_propagation,-2.5,0.14859604835510254,-4.079565048217773,0.4273374080657959,5
early_recruitment_lead,channel_propagation,-2.375,-0.9034602642059326,-4.079565048217773,0.14859604835510254,5
early_recruitment_lead,channel_propagation,-2.25,-1.6906344890594482,-3.1595840454101562,-0.26816797256469727,5
early_recruitment_lead,channel_propagation,-2.125,-1.3364205360412598,-1.6906344890594482,-0.26816797256469727,5
early_recruitment_lead,channel_propagation,-2.0,0.0,-1.3364205360412598,0.06732869148254395,5
early_recruitment_lead,channel_propagation,-1.875,0.38634657859802246,-0.04683876037597656,1.6417245864868164,5
early_recruitment_lead,channel_propagation,-1.75,0.8115167617797852,0.1450352668762207,3.9917564392089844,5
early_recruitment_lead,channel_propagation,-1.625,0.26585912704467773,-1.6118144989013672,0.7458820343017578,5
early_recruitment_lead,channel_propagation,-1.5,-0.4128756523132324,-1.6118144989013672,0.26585912704467773,5
early_recruitment_lead,channel_propagation,-1.375,-1.0037919282913208,-2.0436768531799316,-0.4128756523132324,5
early_recruitment_lead,channel_propagation,-1.25,-1.0037919282913208,-2.615309715270996,-0.5055762529373169,5
early_recruitment_lead,channel_propagation,-1.125,-1.1707534790039062,-3.1477832794189453,-0.9281255006790161,5
early_recruitment_lead,channel_propagation,-1.0,-1.7220379114151,-3.1477832794189453,-1.6973910331726074,5
early_recruitment_lead,channel_propagation,-0.875,-1.7220379114151,-2.618208408355713,-1.0871365070343018,5
early_recruitment_lead,channel_propagation,-0.75,-1.5434536933898926,-2.2802796363830566,-1.0871365070343018,5
early_recruitment_lead,channel_propagation,-0.625,-1.368269443511963,-1.5434536933898926,-1.0609289407730103,5
early_recruitment_lead,channel_propagation,-0.5,-1.5674628019332886,-2.2802796363830566,-1.0609289407730103,5
early_recruitment_lead,channel_propagation,-0.375,-1.368269443511963,-1.653645634651184,-1.0609289407730103,5
early_recruitment_lead,channel_propagation,-0.25,-0.8477455377578735,-1.653645634651184,-0.7330174446105957,5
early_recruitment_lead,channel_propagation,-0.125,-0.9509066343307495,-1.20144784450531,-0.7330174446105957,5
early_recruitment_lead,channel_propagation,0.0,-0.4751005172729492,-1.1863611936569214,-0.46984243392944336,5
early_recruitment_lead,channel_propagation,0.125,-0.4751005172729492,-1.1863611936569214,-0.46984243392944336,5
early_recruitment_lead,channel_propagation,0.25,-0.46984243392944336,-0.4751005172729492,-0.06832075119018555,5
early_recruitment_lead,channel_propagation,0.375,0.011887073516845703,-0.7038559913635254,0.538149356842041,5
early_recruitment_lead,channel_propagation,0.5,-1.0384424924850464,-1.153890609741211,-0.6061816215515137,5
early_recruitment_lead,channel_propagation,0.625,-1.0384424924850464,-1.7433944940567017,1.1816411018371582,5
early_recruitment_lead,channel_propagation,0.75,-1.1063960790634155,-1.6950620412826538,-0.6061816215515137,5
early_recruitment_lead,channel_propagation,0.875,-1.1063960790634155,-1.6950620412826538,4.386574745178223,5
early_recruitment_lead,channel_propagation,1.0,-0.8942995071411133,-1.6950620412826538,5.749505996704102,5
early_recruitment_lead,channel_propagation,1.125,-0.43918395042419434,-0.5564532279968262,4.8239922523498535,5
early_recruitment_lead,channel_propagation,1.25,-0.18423056602478027,-0.43918395042419434,3.526073455810547,5
early_recruitment_lead,channel_propagation,1.375,-0.18423056602478027,-0.43918395042419434,3.526073455810547,5
early_recruitment_lead,channel_propagation,1.5,-0.9343392848968506,-1.1184029579162598,-0.18877577781677246,5
early_recruitment_lead,channel_propagation,1.625,-1.2005119323730469,-1.5094923973083496,-1.1184029579162598,5
early_recruitment_lead,channel_propagation,1.75,0.0899820327758789,-0.2753024101257324,0.3866143226623535,5
early_recruitment_lead,channel_propagation,1.875,0.3978593349456787,0.0899820327758789,1.1870770454406738,5
early_recruitment_lead,channel_propagation,2.0,-0.2753024101257324,-0.5242798328399658,0.3978593349456787,5
early_recruitment_lead,channel_propagation,2.125,-1.0634393692016602,-1.6231456398963928,2.1563048362731934,5
early_recruitment_lead,channel_propagation,2.25,-1.0634393692016602,-1.6231456398963928,3.5954160690307617,5
early_recruitment_lead,channel_propagation,2.375,3.5954160690307617,-0.5329809188842773,4.507637023925781,5
early_recruitment_lead,channel_propagation,2.5,-0.8731637001037598,-3.157742977142334,-0.5329809188842773,5
early_recruitment_lead,channel_propagation,2.625,-2.0233116149902344,-2.3577727675437927,-1.2998297214508057,5
early_recruitment_lead,channel_propagation,2.75,-1.5947799682617188,-2.3577727675437927,-1.4791159629821777,5
early_recruitment_lead,channel_propagation,2.875,-1.2998297214508057,-2.0233116149902344,1.3112945556640625,5
early_recruitment_lead,channel_propagation,3.0,0.7988977432250977,-0.7020823955535889,1.3112945556640625,5
early_recruitment_lead,channel_propagation,3.125,-0.2021327018737793,-0.7020823955535889,0.7988977432250977,5
early_recruitment_lead,channel_propagation,3.25,0.7988977432250977,-0.8558626174926758,3.0597872734069824,5
early_recruitment_lead,channel_propagation,3.375,-0.43459320068359375,-1.5231325030326843,-0.2021327018737793,5
early_recruitment_lead,channel_propagation,3.5,-0.6181297302246094,-2.078693687915802,1.3419647216796875,5
early_recruitment_lead,channel_propagation,3.625,-0.6181297302246094,-2.078693687915802,1.3419647216796875,5
early_recruitment_lead,channel_propagation,3.75,-0.3501927852630615,-0.3783283233642578,0.34148454666137695,5
early_recruitment_lead,channel_propagation,3.875,-0.34004640579223633,-0.6506390571594238,-0.15409302711486816,5
early_recruitment_lead,channel_propagation,4.0,-0.15409302711486816,-0.6506390571594238,0.646848201751709,5
early_recruitment_lead,channel_propagation,4.125,0.7470598220825195,0.4269092082977295,4.44875431060791,5
early_recruitment_lead,channel_propagation,4.25,4.44875431060791,0.7470598220825195,6.9167866706848145,5
early_recruitment_lead,channel_propagation,4.375,4.44875431060791,-0.04469776153564453,6.9167866706848145,5
early_recruitment_lead,channel_propagation,4.5,5.437498092651367,-0.6809597015380859,6.9167866706848145,5
early_recruitment_lead,channel_propagation,4.625,-0.8715133666992188,-0.8908251523971558,5.437498092651367,5
early_recruitment_lead,channel_propagation,4.75,-0.8715133666992188,-0.9475127458572388,5.437498092651367,5
early_recruitment_lead,channel_propagation,4.875,-0.6741962432861328,-0.8908251523971558,4.861908912658691,5
fast_ripple_power,channel_local,-4.875,-0.299734890460968,-2.98408704996109,0.037623077630996704,5
fast_ripple_power,channel_local,-4.75,-0.22292059659957886,-1.9871257543563843,0.467899888753891,5
fast_ripple_power,channel_local,-4.625,-0.22292059659957886,-1.8703994750976562,0.794892281293869,5
fast_ripple_power,channel_local,-4.5,-0.22292059659957886,-1.490863561630249,0.03879852779209614,5
fast_ripple_power,channel_local,-4.375,-0.5304957032203674,-1.383193016052246,-0.3132369630038738,5
fast_ripple_power,channel_local,-4.25,-0.6610627621412277,-0.8551383018493652,-0.3132369630038738,5
fast_ripple_power,channel_local,-4.125,-0.3132369630038738,-0.35509443283081055,-0.2213916778564453,5
fast_ripple_power,channel_local,-4.0,-0.23622924089431763,-0.35358695313334465,0.18817400932312012,5
fast_ripple_power,channel_local,-3.875,-0.23622924089431763,-0.3669602982699871,0.18817400932312012,5
fast_ripple_power,channel_local,-3.75,-0.1272781789302826,-0.21508878469467163,0.004883766174316406,5
fast_ripple_power,channel_local,-3.625,-0.03921156004071236,-0.03987666964530945,0.004883766174316406,5
fast_ripple_power,channel_local,-3.5,0.17100286483764648,-0.03921156004071236,0.24782276153564453,5
fast_ripple_power,channel_local,-3.375,0.17100286483764648,-0.0628812313079834,0.24782276153564453,5
fast_ripple_power,channel_local,-3.25,0.0,-0.004883766174316406,0.0,5
fast_ripple_power,channel_local,-3.125,0.01747709885239601,0.0,0.34294936060905457,5
fast_ripple_power,channel_local,-3.0,0.19458484649658203,0.06389930285513401,0.2202599048614502,5
fast_ripple_power,channel_local,-2.875,0.33426856994628906,0.2202599048614502,0.7986572571098804,5
fast_ripple_power,channel_local,-2.75,0.3669915199279785,0.24726104736328125,1.0037257671356201,5
fast_ripple_power,channel_local,-2.625,1.070751667022705,1.0037257671356201,1.0821325778961182,5
fast_ripple_power,channel_local,-2.5,1.070751667022705,1.006117194890976,1.0821325778961182,5
fast_ripple_power,channel_local,-2.375,0.3296467065811157,0.017821073532104492,0.5646633096039295,5
fast_ripple_power,channel_local,-2.25,0.05622883513569832,-0.8276729583740234,0.25610804557800293,5
fast_ripple_power,channel_local,-2.125,-0.06416359543800354,-0.9112935066223145,-0.0023865625262260437,5
fast_ripple_power,channel_local,-2.0,-0.06416359543800354,-0.9715468883514404,-0.0023865625262260437,5
fast_ripple_power,channel_local,-1.875,-0.022115439176559448,-1.190039873123169,-0.0023865625262260437,5
fast_ripple_power,channel_local,-1.75,-0.22077972814440727,-1.190039873123169,0.17604553699493408,5
fast_ripple_power,channel_local,-1.625,-0.2347649149596691,-1.2002630233764648,0.1370992660522461,5
fast_ripple_power,channel_local,-1.5,-0.22077972814440727,-1.4359281063079834,-0.1955939531326294,5
fast_ripple_power,channel_local,-1.375,-0.3309488892555237,-1.4917773008346558,-0.24536741897463799,5
fast_ripple_power,channel_local,-1.25,-0.4019850008189678,-1.7118144035339355,-0.3309488892555237,5
fast_ripple_power,channel_local,-1.125,-0.4136646203696728,-1.9903234243392944,-0.3926596939563751,5
fast_ripple_power,channel_local,-1.0,-0.4136646203696728,-2.566971004009247,-0.3926596939563751,5
fast_ripple_power,channel_local,-0.875,-0.4136646203696728,-3.021246999502182,-0.27049461007118225,5
fast_ripple_power,channel_local,-0.75,-0.4447166137397289,-3.021246999502182,-0.27049461007118225,5
fast_ripple_power,channel_local,-0.625,-0.3748747818171978,-2.808171570301056,-0.15705004334449768,5
fast_ripple_power,channel_local,-0.5,-0.3748747818171978,-2.426498055458069,-0.16206422448158264,5
fast_ripple_power,channel_local,-0.375,-0.15705004334449768,-2.3441919088363647,0.03193168714642525,5
fast_ripple_power,channel_local,-0.25,0.03828394412994385,-2.1586453914642334,0.23764314129948616,5
fast_ripple_power,channel_local,-0.125,0.03828394412994385,-2.324193239212036,0.44765882566571236,5
fast_ripple_power,channel_local,0.0,-0.01670852303504944,-2.324193239212036,0.10640883445739746,5
fast_ripple_power,channel_local,0.125,-0.2899337708950043,-3.4369251281023026,0.49852848052978516,5
fast_ripple_power,channel_local,0.25,-0.2899337708950043,-3.6303499042987823,0.6552127599716187,5
fast_ripple_power,channel_local,0.375,-0.35670405626296997,-3.6303499042987823,1.0416700839996338,5
fast_ripple_power,channel_local,0.5,-0.35670405626296997,-3.616767466068268,-0.2146548144519329,5
fast_ripple_power,channel_local,0.625,-0.2146548144519329,-3.616767466068268,-0.15588542819023132,5
fast_ripple_power,channel_local,0.75,-0.31283266469836235,-3.6333024203777313,-0.043777257204055786,5
fast_ripple_power,channel_local,0.875,-0.31283266469836235,-3.711051195859909,0.4476942718029022,5
fast_ripple_power,channel_local,1.0,-0.31283266469836235,-3.711051195859909,0.4476942718029022,5
fast_ripple_power,channel_local,1.125,-0.29966214299201965,-3.711051195859909,-0.22948596999049187,5
fast_ripple_power,channel_local,1.25,-0.3254757821559906,-3.4192157611250877,0.2377244271337986,5
fast_ripple_power,channel_local,1.375,-0.3254757821559906,-3.3487420454621315,0.2377244271337986,5
