feature,relative_time_bin,median,q25,q75,n
high_low_ratio,-3.25,0.2349514365196228,0.16663622856140137,0.25823307037353516,5
high_low_ratio,-3.125,-0.45157718658447266,-0.5389949083328247,0.16106241941452026,5
high_low_ratio,-3.0,-0.5132856965065002,-0.5644404292106628,-0.4784054160118103,5
high_low_ratio,-2.875,-0.5644404292106628,-0.6548618078231812,-0.15842044353485107,5
high_low_ratio,-2.75,-0.16125637292861938,-0.25693440437316895,0.015940308570861816,5
high_low_ratio,-2.625,-0.024132609367370605,-0.15842044353485107,0.1537468433380127,5
high_low_ratio,-2.5,0.31979167461395264,0.11567556858062744,0.3531055450439453,5
high_low_ratio,-2.375,0.3531055450439453,0.11567556858062744,0.4176456928253174,5
high_low_ratio,-2.25,0.31979167461395264,0.03058171272277832,0.3483908176422119,5
high_low_ratio,-2.125,-0.17007052898406982,-0.17642134428024292,0.3483908176422119,5
high_low_ratio,-2.0,-0.17642134428024292,-0.2463359236717224,0.3539038896560669,5
high_low_ratio,-1.875,0.42243099212646484,-0.4751858115196228,0.7669899463653564,5
high_low_ratio,-1.75,0.8491289615631104,-0.4751858115196228,0.9189132452011108,5
high_low_ratio,-1.625,0.9419214725494385,0.19129472970962524,1.1787627935409546,5
high_low_ratio,-1.5,0.9419214725494385,0.8781582713127136,1.1787627935409546,5
high_low_ratio,-1.375,0.9419214725494385,0.6939187049865723,1.0461511015892029,5
high_low_ratio,-1.25,0.5184054374694824,0.5167884826660156,0.8270198106765747,5
high_low_ratio,-1.125,0.010602831840515137,-0.29106009006500244,0.14953649044036865,5
high_low_ratio,-1.0,-0.017478227615356445,-0.90808966755867,0.14953649044036865,5
high_low_ratio,-0.875,-0.017478227615356445,-0.90808966755867,0.29059648513793945,5
high_low_ratio,-0.75,-0.033280134201049805,-0.5844654440879822,0.17038846015930176,5
high_low_ratio,-0.625,-0.033280134201049805,-0.5844654440879822,0.18825125694274902,5
high_low_ratio,-0.5,-0.033280134201049805,-1.1852720975875854,0.32444238662719727,5
high_low_ratio,-0.375,-0.09889507293701172,-1.1852720975875854,0.37317872047424316,5
high_low_ratio,-0.25,-0.09889507293701172,-0.8539470434188843,0.32444238662719727,5
high_low_ratio,-0.125,-0.06481444835662842,-0.49374598264694214,-0.005344271659851074,5
high_low_ratio,0.0,-0.005344271659851074,-0.49374598264694214,0.07298046350479126,5
high_low_ratio,0.125,0.08555912971496582,-0.49374598264694214,0.24940258264541626,5
high_low_ratio,0.25,0.24940258264541626,-0.7240546941757202,0.4977344274520874,5
